id,label,degree,community,x,y,z
teed_chris,4810,6,0,-1113.250366,-972.519226,774.75116
ErikaAndiola,4825,9,1,175.07634,721.653503,-405.967102
williamcreedcox,4834,23,0,-908.13446,-1098.487549,531.184326
Freedomrings22,4835,6,0,-1127.32666,-877.890015,728.599854
frazzledma25,4837,11,1,520.317566,763.022705,-141.278854
16feelthebern,4838,19,1,555.841553,647.441528,-327.299286
iamagift30,4840,3,0,-705.690125,-990.752625,707.936401
lnewday,4846,9,1,414.270477,874.565125,-366.231232
ORCoast4Bernie,4848,6,1,620.861755,668.638733,-701.416931
skookerG,4850,5,2,580.337952,-635.592773,-558.488953
EBischoff,4854,6,1,143.067017,701.747192,-416.012085
twright55,4860,4,0,-101.173622,-596.927124,325.913879
SLIP_E,4867,6,1,312.378723,1131.9823,-426.55249
NicoleM71529425,4875,3,1,181.394623,942.440247,-657.858704
C_Truth_,4876,5,1,492.256927,738.828918,-154.046341
carriechelle1,4877,4,1,353.210724,1038.618042,-592.833862
RebeckaJustice,4886,14,1,443.996429,578.113647,-213.554001
Leann350,4893,7,0,-846.262573,-1149.283569,715.296692
Shadow_star_blu,4896,5,1,137.985809,658.382446,-322.873169
mrsmrt19501,4898,3,0,-910.576965,-1143.733765,923.794189
jauresian,4903,5,1,334.17627,547.13324,-373.528839
savvie54,4910,4,1,474.358612,671.367188,-192.966919
Europe4Sanders,4914,9,1,257.312805,944.035217,-204.371429
BigStick2013,4918,8,0,-1159.197998,-1051.453979,513.439087
TrumpNVIntern,4922,4,0,-1024.421021,-772.1073,751.830994
DKG3387,4927,17,1,456.684082,732.166443,-124.530266
DazedJovialDue,4928,3,1,182.912048,542.067444,-165.778656
seanhannity,4936,3,0,-531.464905,-951.077393,610.322937
jamesroth65,4947,3,0,-979.763489,-855.194214,465.664642
CelesteHerget,4955,4,0,-483.421478,-871.119995,574.834961
edpinaz,4958,4,6,245.77034,-909.738159,535.207825
kay_spire,4960,3,0,-723.754211,-967.207336,410.477905
Commander998381,4962,32,1,431.988556,916.549011,-410.774963
JoeBlowLA,4965,6,1,281.855743,934.007629,-761.633667
EvgenyFeldman,4966,5,1,188.523239,856.223816,-830.736023
plaster8one,4967,8,0,-779.493835,-1145.943848,452.813629
teaparty321,4973,5,4,101.044403,-1409.949097,657.381165
Alasscan_,4987,4,2,577.459045,-765.736755,-533.700378
Destinbeach22,4990,6,0,-963.079407,-1225.702881,395.199341
ouchinagirl,4995,6,4,-447.357971,-1220.582764,577.732605
SAL636,4998,7,1,414.240692,826.768738,-266.331787
RenagadeGirl,5000,7,1,683.766235,642.411499,-460.988342
20C_mod_fan,5001,5,1,695.338379,832.488647,-520.726501
Backstorymom1,5002,3,2,103.175987,-215.864258,-156.172623
lilmomma43420,5008,12,0,-657.101563,-778.551453,461.064392
PoliticalAnt,5019,3,1,773.66803,631.240173,-537.726135
ElleTeamBlonde,5020,8,1,424.521545,1003.162537,-236.345276
InkDemon,5029,3,0,-1007.711609,-767.667847,645.276245
spartacus90210,5038,4,0,-806.785706,-1054.658936,761.272339
DeanDesign101,5040,8,0,-744.696838,-931.970093,648.350098
Karee_news,5041,4,4,-31.715612,-1374.047119,713.727234
AJMGrandma,5045,3,1,51.044952,916.378967,-503.766785
DoDFiredawg78,5047,3,0,-915.208923,-1027.322388,541.076782
elliottc891,5048,4,1,124.790154,980.664001,-508.849854
PNC16basses,5053,3,1,419.835663,975.205627,-716.662842
JustCrum79,5058,4,6,252.096832,-1058.904175,626.484863
Zulubus,5060,5,1,684.880371,647.17395,-396.714294
SavedByGrace_08,5065,3,0,-1151.993652,-1070.311523,418.039612
AxelrodGrace,5066,8,1,309.160431,1057.342041,-625.980957
CalvinF_Hobbs,5067,4,1,236.411499,973.780762,-717.319031
GOPtoday,5072,3,5,686.770264,-903.894409,539.825195
jamesplake721,5088,5,0,-866.34375,-848.279846,778.470215
WillKaiser83,5089,3,1,193.796722,811.521301,-114.464027
MfischerF7,5090,5,1,315.039337,751.617371,-129.615662
TheTrumpTrailer,5093,6,0,-1120.928833,-1007.980103,323.838287
Carolde,5096,9,0,-965.633301,-906.339233,331.819092
babesforbernie,5106,5,1,645.88916,777.652527,-389.647827
baroqueartisan,5109,15,1,429.262329,602.1875,-458.083069
mclay332,5122,4,0,-954.697571,-922.69812,823.258606
Mercedes2077112,5123,4,0,-1062.131958,-1120.035645,377.420776
brothersnarmsUS,5126,3,0,-761.186157,-970.24585,426.452942
Sytharix,5140,23,1,180.772552,956.757568,-501.991089
cindyapplegate2,5144,11,1,543.793091,927.420898,-249.92627
J_J_Brantley,5145,4,1,580.256226,1082.179077,-111.455299
CindyCallinsky,5146,5,1,277.132874,910.389587,-337.100891
mightymitchell1,5156,7,0,-894.301514,-845.518799,503.124756
alivitali,5158,5,0,-940.132568,-744.766479,524.769653
VickyBrush,5163,8,0,-769.342346,-968.698792,845.994141
ChadHastyRadio,5169,4,4,-74.246948,-1366.68811,778.840698
Barbara2494602,5173,3,1,565.693909,486.460419,-457.028107
trump2016fan,5174,5,0,-816.833252,-885.928406,319.384186
Reenit,5181,3,4,33.765476,-1371.542114,797.847717
Nick95B,5184,3,0,-1111.232666,-937.562622,699.858948
DebraAr49979596,5187,5,0,-1044.779297,-1106.680054,675.997803
Sl1meDragon,5188,3,1,208.797089,344.573608,-71.746223
BernieTampaBay,5196,5,1,634.605103,782.020996,-693.692322
shook_stephanie,5197,7,0,-983.424927,-946.4021,463.582184
yankeegirlusa,5201,3,0,-1076.279053,-890.170349,325.037933
Virginialynn_,5209,8,0,-823.067749,-1008.148621,532.781189
idesignwis,5210,4,0,-836.628357,-923.465881,534.512024
emmadra,5217,9,1,438.125793,842.045715,-610.604065
TweetTheBern,5218,4,1,347.778198,973.467834,-601.095032
Satchboogie79,5221,4,1,102.766525,966.101135,-596.377014
CajunsForBernie,5222,6,1,166.566071,656.732727,-478.867432
TexanCat,5243,3,4,82.930756,-1335.453857,780.721741
Recretivo,5246,5,1,158.058182,989.757996,-220.606079
SueUvino,5248,3,1,438.937592,552.875061,-580.793091
ButchJocson,5250,11,0,-781.706116,-818.43457,625.402466
davidhe46361805,5261,4,2,-686.95166,-687.696106,426.933319
blueridergrl,5262,3,1,662.746948,927.289978,-453.947357
dowd_lauren,5263,5,1,428.53656,980.281799,-197.108307
OWS_ellie,5267,12,1,411.963348,744.92334,-104.808426
TheRealNews,5270,4,1,261.378967,676.525635,-626.14032
jdfreedomsfirst,5288,4,4,-37.356701,-1339.71875,612.757935
gerfingerpoken,5291,3,4,-37.513187,-1229.841431,755.887085
_JohnPawl_,5318,3,1,165.749298,935.918579,-579.672607
Lperera28,5321,5,6,-623.368103,-1081.4021,533.412598
SoniaPennell,5325,4,4,-35.23447,-1394.71106,702.600281
CarlAntoine,5327,3,1,698.253723,901.023315,-689.869995
PoliticalLaughs,5332,3,6,276.288025,-456.077362,302.769531
Iowans_Rock,5336,4,3,23.181591,-1151.721558,1173.796875
_Julio_Caesar,5339,17,1,158.239929,888.306885,-232.157028
DebraPianalto,5348,11,4,-166.329132,-1146.193481,545.747253
etphome70,5359,6,0,-1042.246704,-1119.026733,376.407349
KatieCVFowler,5360,4,1,674.882263,720.080139,-565.045898
bloodless_coup,5367,5,4,-54.023296,-1393.360229,686.706604
HawkeyeHamer,5368,5,4,34.313015,-1413.435181,673.711548
mn4bernie,5371,4,1,562.646851,873.568604,-653.187317
weath110,5374,3,6,141.488525,-94.476097,346.412628
DocBarry1,5376,3,0,-1080.386353,-1046.385498,248.734848
lvphillies08,5377,13,0,-1036.485107,-1103.209473,336.696594
IncomingOpinion,5382,3,1,158.967682,719.586548,-220.856873
Legalator,5383,9,1,649.918762,688.789734,-641.237
PMgeezer,5387,7,0,-816.791504,-1185.739868,611.696838
tamarakeithNPR,5394,3,1,543.191101,753.356445,-598.582581
NRodibaugh,5398,7,0,-909.390198,-1151.072998,392.18985
AmyMek,5399,8,0,-821.00293,-1076.1698,333.369873
cathyspartanj,5408,6,0,-937.260559,-1182.635254,401.445923
Kotcha301,5413,12,0,-1077.858032,-994.248474,739.649841
kma916,5414,7,1,583.106628,716.671753,-521.169128
cajun032759,5418,5,0,-819.022156,-797.018799,456.255798
debdew2,5421,9,0,-911.30896,-810.945435,541.058899
devinedianakins,5425,7,1,287.412323,1039.570435,-498.319244
healthandcents,5427,8,0,-602.825989,-908.787903,624.123535
siddyg,5428,4,1,593.671204,1008.585754,-629.918762
mikmom,5429,4,2,583.520569,-660.175049,-749.638428
CollegeForTrump,5436,8,0,-996.846924,-1069.214722,489.532776
ruthlesseddie,5443,3,1,617.435913,512.40863,-363.74649
vickijee,5450,3,2,262.527283,-562.950317,-423.803528
WiscoforBernie,5454,3,1,164.065475,651.149353,-598.432373
heytana,5466,8,0,-941.001709,-1043.781006,479.1203
meetthepress,5474,11,2,45.567059,-23.318022,-184.979446
ZamoneZap1019,5486,3,1,477.940582,762.757324,-390.025269
BobNotfondajane,5487,3,4,-166.087555,-1123.341187,587.518494
ASwoyer,5492,4,4,-330.118103,-1121.265503,761.261475
blom_alex,5501,4,1,360.975342,879.741333,-803.19635
PoliticallyLib,5504,4,1,697.377869,707.684326,-483.44458
clanceman65,5509,9,0,-857.294678,-1035.614258,295.761688
Casey_Clemmons,5511,3,2,494.561859,-551.334534,-395.573151
adviceforbernie,5521,9,1,314.335297,612.306335,-585.312134
MIAMIforTRUMP,5525,4,0,-899.246704,-694.563965,668.489441
Coalition4Trump,5531,4,0,-1075.744263,-776.832336,773.754517
Nola4Bernie,5536,12,1,251.681564,648.510315,-232.457291
DBurgerNNU,5556,5,1,443.674103,710.49231,-407.455353
CALA_1111,5559,3,0,-1068.111572,-1096.068237,627.389587
OrlandoMilian2,5562,4,0,-554.334473,-637.133606,331.432953
jones_jinxie,5566,3,0,-938.736206,-1026.387207,707.715759
velvetrev,5570,7,1,271.94455,788.640808,-227.976135
Roberta1836,5574,9,2,509.309998,-673.93573,-588.88739
coiteuxt,5577,4,0,-1047.484375,-1017.763428,344.105743
mjb6781,5578,4,4,32.221249,-1334.253174,644.959717
ignatiusjones12,5579,6,1,136.890289,862.181702,-393.287201
MrBillwej,5583,11,1,686.21991,769.443176,-242.111649
GrainOfSands,5586,9,1,207.006912,626.279663,-417.283752
harveyjkaye,5587,4,1,158.108795,475.4953,-474.046814
MusingManna,5591,4,1,590.088379,979.642029,-421.490387
TPPCitizensFund,5592,3,4,-36.306084,-1326.352051,745.806519
Barb4TRUMP,5593,9,0,-1030.791138,-943.145569,729.236389
bushdenise,5595,4,0,353.682556,364.811066,-204.603241
Timothy86121253,5598,7,0,-560.854675,-875.688232,647.698853
kerrhome,5603,8,4,59.936329,-1340.802002,757.895264
MsNonoESQ,5623,7,1,493.31601,719.369568,-787.212158
Sistas4Bernie,5624,4,1,468.337555,788.737793,-865.667847
BlackEyeBlog,5628,6,1,241.589035,393.688324,-82.478607
lilcarreras,5637,3,0,-1029.100342,-814.087524,706.479492
MercyL0V3,5647,6,0,-970.477478,-1104.119629,551.90271
LookOhShiny,5649,6,1,337.396545,407.226532,-316.578064
politico2016,5652,5,0,176.494904,-86.172516,-256.485596
groggygirl85,5656,5,1,328.425293,570.28595,-713.639954
SaraGreenwell,5670,6,6,-805.920166,-1191.774292,345.456665
political_ppl,5675,9,1,732.534363,816.325317,-537.025635
Teapublicanways,5686,4,1,543.819885,552.757141,-461.459564
ErvinTilbe,5687,8,2,565.418396,-686.498169,-697.408813
Artco77,5698,4,0,-605.878174,-955.421387,544.16449
BlackWomen4Bern,5705,12,1,247.275146,561.934143,-558.584351
truestormlover,5707,3,4,-168.646713,-1328.149414,588.134277
dracofrost2004,5711,7,1,480.051422,770.129456,-187.021851
stormtrooper07,5715,3,1,160.720245,369.486694,-287.289398
RobertKoche,5716,19,1,442.525513,944.47229,-639.852356
glorialrudolph,5717,3,1,475.77301,1105.010254,-696.870483
iamBBFierce,5725,3,1,410.87561,1012.092651,-788.40564
KatarinaMeyers,5731,3,0,-1112.518799,-999.770447,655.214661
BCaughill,5732,3,0,-1030.894653,-1021.559143,743.837708
CBSNews,5737,8,0,-567.113403,-513.360657,340.211121
ginnyinmich,5740,3,2,336.810272,-199.497116,-302.453156
GiveEmHellBern,5742,4,1,387.644073,1077.362061,-314.798126
pr1nc355bttrcup,5743,3,1,202.100433,510.325897,-310.921082
gcain63,5747,9,0,-912.25946,-1029.102295,638.169373
reitamie,5753,8,0,-1005.397217,-1076.913696,599.822449
jbutto,5754,5,0,-963.898071,-1207.747803,567.08374
duke_narlina,5756,3,4,6.654209,-1397.220093,736.897949
Owlie17,5761,3,0,-872.967529,-1148.444092,581.783203
nsw43,5766,5,2,661.795288,-694.88324,-690.27417
mickeyfinn7699,5779,4,1,578.418762,678.682251,-173.307877
Kathlee09793804,5780,4,2,628.919495,-643.64386,-509.458221
greythounddpm,5783,4,0,-1056.033447,-924.823608,541.691956
maryaliceparks,5791,18,1,207.542923,606.609436,-427.216614
lucy_fords_twin,5795,3,1,287.962006,967.981384,-731.799377
teka21bat,5809,7,1,473.413147,618.53064,-257.17804
BethCol77455974,5810,4,1,578.892151,619.742493,-228.735184
BernieCrowds,5812,7,1,361.574432,980.408936,-636.047791
JoyAnnReid,5815,4,4,309.911804,-226.375,-386.319733
jdbiehle,5824,5,0,-677.006714,-675.161682,373.799255
Kitri1,5825,3,1,313.106201,542.321838,-55.53363
SO_CAL_BORN91,5828,3,1,716.276855,674.997681,-230.830994
jstines3,5832,10,4,-90.405396,-1373.786133,632.521362
backyardconserv,5839,4,4,-37.453148,-1200.65332,601.189636
naveenchenna,5843,4,1,200.656723,944.137451,-756.502014
veggietrunks,5844,8,1,356.67923,889.247681,-717.361511
mkh531,5855,4,2,627.595459,-708.40863,-485.134491
RMProducer,5873,7,0,-1073.461548,-904.865662,589.352478
Laffincrow,5880,6,1,407.439636,610.87915,-269.230988
KatyGerhold,5881,3,1,403.297241,554.496033,-78.490829
TheDailyEdge,5885,4,2,351.4422,-276.107513,-510.780151
AshtonKirsch,5890,3,4,-183.441589,-1162.656128,625.337952
cannakoreh,5893,8,1,262.190277,950.614197,-409.485046
DebHiers1,5894,8,0,-860.622009,-1115.204468,375.7453
Oregon4Bernie,5899,4,1,523.806763,927.890137,-809.923645
tahino1,5900,4,2,510.297302,-715.71283,-623.258179
MikeJUofA,5913,3,2,330.020691,-440.64386,-462.216766
Scully64,5915,4,2,-653.145752,-1061.644531,595.671021
lnmrls,5923,3,0,-551.20282,-1044.229736,861.171143
Kathreichard,5929,3,6,350.814026,-1012.563171,697.545959
SheTroubleETP,5930,3,1,256.778412,741.717407,-120.027748
Miraclebaby5000,5931,11,0,-749.274597,-846.507813,478.447632
rm55m0,5932,11,0,-885.629517,-1104.22229,648.359497
sunnynodak,5933,3,0,-1028.768555,-1177.883667,726.347046
EtsiSusi,5934,3,1,132.130692,678.691345,-337.330658
natasha_sax,5946,3,1,726.096558,608.114197,-481.118835
SFforBernie,5949,10,1,223.234039,791.390503,-430.877563
crazylary51,5950,6,2,567.625854,-662.474365,-543.623352
aqwiley3,5958,3,4,-351.957184,-1155.774292,583.525452
johnwerneriii,5961,4,0,-837.329041,-1014.592529,791.489014
meetnpatatas,5967,9,1,483.645477,629.789001,-421.440338
Sho_How,5968,5,1,447.973907,568.77594,-233.839218
cool2274,5972,3,1,59.350857,1059.309692,-491.78952
GilTPolitics,5973,7,2,582.349731,-731.362732,-386.330383
mattbuysvinyl,5979,3,1,440.998474,718.475891,-703.921753
mercurialmissm,5992,4,1,682.650513,809.457947,-452.717255
AmKonDotNet,6006,9,1,146.541077,1018.026306,-459.949493
JSmith56820568,6009,6,0,-867.508423,-910.047913,615.496765
MoobyGoldenCalf,6010,5,1,95.748077,327.731171,-317.445221
Ana_Gocanes,6019,3,6,41.26968,-920.482971,597.590393
DonaldsAngel,6020,5,0,-1085.172363,-1107.317749,408.367615
lotn2635599,6034,3,1,672.546326,1063.514038,-292.034729
SomeBlueDevilFL,6035,5,1,677.925842,1059.704224,-220.914551
smartvalueblog,6042,3,4,19.115767,-1210.261841,581.776245
jan_goran,6044,3,2,374.010529,-449.131592,-465.697601
SPACEDOGRADIO,6047,3,1,585.723389,444.595856,-160.806732
Arquemada,6048,3,1,566.503052,371.163177,-160.416672
Dee_Summers,6051,5,1,759.823242,634.152649,-392.533997
mchooka1969,6052,4,1,649.527222,853.214783,-484.836609
hopalong85,6053,4,0,-1104.31958,-865.468018,706.394226
Lady_Bluebug,6055,10,1,730.567322,747.219604,-323.080292
bxtr_greenacres,6070,4,6,7.260835,-658.540771,1103.158936
PreacherMc888,6071,3,6,1.495613,-687.595947,1123.373169
stillwaters711,6072,5,1,430.851837,1026.459351,-673.037048
AliceDornan,6078,4,0,-1119.001221,-946.742126,684.42511
DeeeVaaa,6089,5,1,508.975067,725.520447,-605.521118
WatersCmw,6095,3,2,505.145325,-381.410858,-617.189697
SupaReaper,6105,5,1,579.915771,509.091766,-396.50351
BlueSkyNJ,6106,7,0,-812.139648,-1117.110352,515.883179
ThankYouBernie,6113,8,1,562.357849,913.021729,-638.746521
JackieSierFaith,6114,25,1,627.495239,693.35083,-345.438263
DWUlsterman,6118,3,0,-579.573059,-1103.812134,483.671326
eckeisler61,6126,4,0,-818.142151,-715.506042,465.46698
mrsgordon586,6127,12,1,583.386292,704.069946,-417.526459
MicahTNDC,6135,4,6,339.555267,-974.166809,584.75238
LMM1952,6144,5,0,-791.369568,-897.357605,529.983826
TrumpD2016,6155,5,0,-944.243652,-1076.678955,375.823792
clyderd,6157,3,1,258.5159,988.901001,-394.471771
KDScioscia,6161,5,0,-1037.276978,-1115.154175,783.965027
SouthSeaGold,6174,5,2,638.019958,-734.189148,-626.80127
Ronc99,6182,3,1,229.557526,664.221497,-1.130817
LA_Crystal,6183,5,1,298.800812,801.585693,14.730358
lessguns,6191,3,1,552.171875,663.082336,-205.214783
We3forDemocracy,6192,3,1,309.904907,690.70636,-240.642807
MMBJackMcCarr,6193,6,1,421.997009,982.179749,-210.674118
SweetFreedom29,6198,3,4,-243.647217,-1128.355103,617.228638
RyanHeathAdams,6205,3,2,541.150757,-625.333923,-559.466553
LiliaMorraz,6216,4,0,-982.253967,-793.900269,571.000793
pacoj,6217,6,1,324.137054,972.390381,-688.840759
VoteBernie2016,6223,8,1,445.072693,701.121704,-754.341492
ShamusMcelhiney,6226,6,1,345.616608,682.694092,-759.612915
DavidSchlink,6229,7,1,141.826416,885.801575,-273.178558
RedMeatMonday,6247,3,6,-857.188538,-1132.659546,455.150024
SchovanecLori,6250,3,0,-1109.569336,-992.894775,712.384338
DemLaura33,6258,3,2,552.442749,-649.823669,-582.28772
BewareTheBeliev,6259,6,2,614.866089,-565.958557,-567.149353
kimmie1962,6260,5,0,-989.23761,-752.344482,502.451202
iaconservmom,6261,3,4,71.867363,-1404.576538,593.671631
alphainparis,6271,3,0,-1061.023438,-1011.457886,873.968384
EternalRiteWing,6285,3,0,-949.758728,-833.473755,818.935791
CatRN4U,6293,4,0,-864.803345,-1141.428589,693.970642
TheBlackFiles,6297,3,1,474.586426,521.451111,-503.492218
Freedom4Dummies,6298,6,4,-14.597452,-1325.86377,661.910522
UTHornsRawk,6301,7,0,-715.641602,-1047.439453,546.191101
JeffreyWHills1,6304,4,0,-821.120056,-568.518677,400.240448
ConservMemes,6311,3,6,250.443237,-871.413513,514.563599
asjuytfhyhotma1,6341,3,0,-1061.674438,-1089.598877,942.127808
808hopeful,6344,3,2,666.689758,-693.931335,-771.218201
laureldavilacpa,6345,7,2,622.082947,-597.584778,-772.58197
fwdcrocblu,6346,5,2,-56.895592,-416.95697,-12.678461
W_c64,6354,3,0,-925.702881,-1138.297974,548.102417
JordanDLevin,6363,5,1,134.839676,894.372498,-329.499023
JohnBerman,6364,4,1,67.978928,933.140869,-185.571594
berniebabe2016,6385,17,1,560.487854,815.953064,-575.085144
donnabrazile,6389,3,2,395.589264,-45.490902,-383.385498
bobvanderplaats,6392,3,4,48.515717,-1151.978394,501.79361
rtpburns,6394,5,1,57.346653,-36.463337,81.732002
AlexBerish,6395,4,1,269.32312,502.058228,-34.411842
sanmay44,6413,5,1,142.356598,807.865601,-435.391235
sabrina68,6414,8,1,505.456726,977.765076,-507.10434
vivabernie,6415,7,1,423.194519,903.771423,-439.17984
IvoryDove,6419,5,4,3.436954,-1128.52417,607.142029
Chicago4Bernie,6425,6,1,390.518555,789.773193,-138.68251
MaryintheMntns,6442,5,0,-803.248413,-1028.703003,539.616333
jtLOL,6446,3,0,11.187863,93.325203,-62.57032
Hstockpicks,6447,3,0,-1047.192505,-930.622437,586.936218
NoblePrized,6455,3,0,-837.691956,-818.767517,598.519531
popstherock33,6462,3,4,-474.598572,-1235.082642,618.901978
veggie64_leslie,6463,4,1,601.165039,689.387085,-242.223923
ALforBernie,6466,4,1,149.851288,822.586853,-596.272522
Wangruix,6469,6,1,144.625702,598.330017,-479.727356
cwpontwit,6471,4,1,606.913696,775.359985,-181.340942
bakersbrain1955,6472,5,1,482.116913,1002.845032,-258.216431
JackieMcReath1,6473,5,0,-894.30188,-1066.428345,337.155609
MrMosis,6474,3,1,109.07946,-767.91626,394.308167
Lucymax111,6480,4,0,-915.581482,-1196.39917,736.060852
TimothyDEgidio,6488,4,1,285.646454,560.990051,-356.10318
yunglwt,6489,3,1,434.327271,530.776184,-418.282806
BrentFleer,6492,6,2,598.498535,-667.26532,-763.834534
onahunttoday,6493,5,2,605.57312,-570.945679,-734.489319
PlaysTrumpCard,6498,12,0,-1079.117554,-1122.103516,441.447144
JAQK_T,6500,3,6,333.094818,-973.275513,638.787781
zhegenuren50,6501,4,1,409.259857,884.281555,-355.829102
NNU4ALLRNs,6503,3,1,477.645111,531.05719,-557.131531
Brandon2075,6504,4,1,585.474792,807.196472,-411.858276
BduayneAllen,6505,8,2,-911.067322,-959.802612,842.731873
DonJohnMWBD,6507,4,1,158.049271,898.38739,-634.069519
TopherReisner,6509,5,1,606.360352,560.712097,-330.293762
brubernu,6515,8,1,159.907013,637.978149,-278.885559
akasha2458,6516,5,1,211.072083,886.30835,-545.802734
__Pete__33,6517,8,1,206.139511,780.125488,-154.959442
slizabethemith,6518,5,1,133.504074,826.57373,-373.069092
No1likeWill,6524,3,1,659.978027,749.292786,-101.731056
joshuaalayon,6528,3,0,-1036.609497,-826.663269,459.121307
SonshinerCC,6535,5,4,-61.287388,-1390.790894,654.062927
starfirst,6538,5,2,599.085815,-541.171204,-710.8573
LarryWaldbillig,6541,3,1,477.813629,833.512024,-731.773193
jasonusmc2017,6549,3,0,-967.087891,-1195.565063,448.696594
CultusMusicorum,6550,5,1,524.43335,643.730652,-188.854355
lovegrowshere,6554,3,0,-1031.295532,-903.912537,801.627319
GOPReporter,6555,4,0,-833.24585,-926.927795,845.122803
realWillBarrett,6561,6,0,-1010.188232,-902.124695,385.989258
BTMhockye,6564,3,4,-367.227661,-1307.976318,539.555969
pepsi7965,6568,3,0,-576.712646,-762.716797,788.456665
DailyCaller,6569,3,0,-689.231445,-746.779846,514.672302
justintmcmahon,6570,5,1,421.392822,1147.830322,-525.450562
potus2016app,6571,3,5,557.309448,-290.235382,234.466309
ohyougatherer,6574,3,1,402.433075,1110.875977,-167.649323
Laneybaby004,6578,10,0,-1081.218872,-1128.209717,606.721497
Rock4Trump,6582,3,0,-1066.067139,-995.754211,712.502686
LollipopCrumbs,6583,7,1,576.786194,1006.226563,-190.905701
MattGrammerLD,6592,3,1,296.919495,965.334045,-129.656586
Tea4Freedom,6597,7,0,-675.027893,-776.446411,371.594727
CarrieAnneFL,6599,3,0,-651.025452,-872.870239,844.607605
JMemblatt,6615,4,4,-17.235189,-1099.006592,560.668213
Danno_a_Jyd,6616,4,4,-65.718475,-1084.609741,513.576904
Lizbethjoy,6617,4,4,72.50753,-1325.03064,613.700806
TRUMP_PREZ,6644,6,0,-757.875305,-960.971008,358.55014
TomOviattJr,6647,3,1,109.502724,1007.900879,-525.064636
Rowdman57,6656,3,4,-61.123917,-1334.995483,699.795471
mayaharris_,6659,3,2,430.073608,-627.401855,-531.395691
GoToArtRave,6662,11,0,-902.670715,-1042.761963,453.437164
FizzyKell,6663,7,0,-614.163879,-733.709778,462.96637
OthewhomaniT,6665,7,1,582.609497,592.997192,-678.131653
KerimAll,6670,3,0,-1056.36731,-1164.633911,989.04718
shelleybear66,6676,3,0,-1128.092041,-792.792542,604.129395
thecarnage07,6679,8,0,-922.705444,-1042.96936,794.539734
Doughravme,6682,7,1,348.739594,555.535645,20.872528
josh_walker1,6683,3,1,78.192055,1005.149475,-528.300049
ninaturner,6685,7,1,646.203552,633.386841,-545.83075
LoveAmericaUSA1,6686,4,0,-850.110413,-691.25647,480.55719
TrippSteve,6687,9,0,-901.546631,-1116.742188,460.928772
john_dipaolo,6688,3,0,-925.235474,-1149.564697,407.199005
QuillsMan,6693,4,1,166.484009,722.887878,-563.317566
EllenHarrison3,6701,3,4,-71.287079,-1381.939575,649.609192
ChristieC733,6707,5,4,-707.206299,-1158.210693,500.767944
Snoopy4Bernie,6708,4,1,657.58905,701.798767,-610.016052
bguarino58,6711,7,0,-1027.803101,-979.17395,624.219604
bsbafflesbrains,6726,4,1,383.891235,889.773499,-58.456676
unspokenbond,6729,8,1,168.057983,788.414124,-635.912964
10thAmendment,6737,7,0,-1034.254639,-1114.011841,718.033203
scoutpiano,6738,3,0,-1029.000977,-845.498718,256.675842
deannadaughtery,6756,4,0,-1016.375122,-785.171997,449.051117
ubercupcake,6757,3,1,314.710419,1012.789856,-186.588486
suzettepetillo,6758,3,1,279.459137,1067.755249,-257.119781
EmilyKCody,6761,3,1,310.193237,653.574768,-717.926636
AndrewWMullins,6764,3,6,249.54216,-832.277466,547.298889
jbaird02,6765,7,1,149.435379,350.470459,-250.073563
gop_reaper,6766,3,1,634.232483,765.450012,-404.934387
RobertA87413263,6768,7,0,-595.557922,-874.137512,409.302094
hootie0321,6769,8,1,639.008667,833.309814,-538.816528
debbiedonothing,6774,3,2,534.303894,-772.168762,-772.281738
KevinGatachica,6778,4,0,-776.753418,-1119.181885,671.446899
JustinBamberg,6780,8,1,387.365692,721.068176,-66.894485
JerryAgents,6787,9,0,-736.945557,-988.526306,520.216431
SandraWinchest5,6789,4,0,-484.31012,-633.737549,398.076569
WindowPain123,6790,3,1,147.823914,917.700134,-98.092278
billjaffone,6792,12,1,453.967072,618.408752,-295.830994
MichaelSalamone,6796,5,1,597.749146,867.185913,-245.122147
IowaPays,6798,3,1,703.945801,238.317566,-272.249786
LisaMeggs,6803,4,0,-1109.785278,-1134.855103,474.267975
Ohhhh56696695,6806,4,1,246.146286,912.881531,-541.912659
HillaryFan2016,6812,5,2,565.235779,-543.971497,-494.835327
tinahuntsme,6817,3,0,-938.122131,-865.427307,747.12439
marvin_hill123,6819,5,0,-826.342163,-848.478088,333.767639
Roni_HD,6822,7,1,292.92691,704.534424,-613.375549
hale4jesus,6826,10,0,-822.542358,-998.066162,357.494812
VoicesDementia,6828,11,1,566.466431,724.122253,-271.866791
nancy_hamm1,6833,10,0,-851.419006,-818.511597,548.218201
JLovesTrump,6834,3,0,-842.430847,-835.849182,401.966339
UaShelepova,6836,3,6,277.656342,410.982422,72.889648
connie_rodeconn,6860,6,2,619.018799,-641.802185,-653.941467
karebear575,6864,7,1,378.670502,1042.515503,-422.199707
CaGramps63,6871,3,0,-837.940613,-1002.677246,836.575928
VoiceOverPerson,6877,8,0,-922.758728,-1002.775146,643.096375
LadyInfidels,6878,4,0,-962.160217,-1285.600708,652.181885
TLC_CN,6880,8,1,459.192932,582.75531,-389.901764
TheDemocrats,6883,3,2,572.84491,228.541168,-384.994537
jjbenz19,6885,3,2,534.796448,261.904541,-555.629456
